INFO 2025-05-04 15:50:53,069 autoreload Watching for file changes with StatReloader
WARNING 2025-05-04 16:23:56,238 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:23:58,307 log Forbidden: /api/events/
WARNING 2025-05-04 16:23:58,308 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:23:58,322 log Forbidden: /api/events/
WARNING 2025-05-04 16:23:58,323 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:24:57,603 log Forbidden: /api/events/
WARNING 2025-05-04 16:24:57,606 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:24:57,640 log Forbidden: /api/events/
WARNING 2025-05-04 16:24:57,641 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:24:58,745 log Forbidden: /api/events/
WARNING 2025-05-04 16:24:58,746 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:24:58,766 log Forbidden: /api/events/
WARNING 2025-05-04 16:24:58,768 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:25:00,873 log Forbidden: /api/events/
WARNING 2025-05-04 16:25:00,880 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:25:00,903 log Forbidden: /api/events/
WARNING 2025-05-04 16:25:00,904 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:25:54,939 log Forbidden: /api/events/
WARNING 2025-05-04 16:25:54,941 log Forbidden: /api/events/
WARNING 2025-05-04 16:25:54,942 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:25:54,942 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:25:56,020 log Forbidden: /api/events/
WARNING 2025-05-04 16:25:56,022 log Forbidden: /api/events/
WARNING 2025-05-04 16:25:56,022 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:25:56,023 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:25:58,358 log Forbidden: /api/events/
WARNING 2025-05-04 16:25:58,361 log Forbidden: /api/events/
WARNING 2025-05-04 16:25:58,361 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:25:58,362 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:26:55,536 log Forbidden: /api/events/
WARNING 2025-05-04 16:26:55,537 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:26:55,552 log Forbidden: /api/events/
WARNING 2025-05-04 16:26:55,553 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:26:56,630 log Forbidden: /api/events/
WARNING 2025-05-04 16:26:56,637 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:26:56,673 log Forbidden: /api/events/
WARNING 2025-05-04 16:26:56,674 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:26:58,740 log Forbidden: /api/events/
WARNING 2025-05-04 16:26:58,743 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:26:58,783 log Forbidden: /api/events/
WARNING 2025-05-04 16:26:58,785 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:20,296 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:20,304 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:20,343 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:20,365 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:20,410 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:20,418 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:20,452 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:20,455 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:21,444 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:21,449 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:21,480 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:21,481 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:21,553 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:21,555 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:21,576 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:21,578 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:23,544 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:23,545 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:23,581 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:23,582 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:23,605 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:23,606 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:27:23,626 log Forbidden: /api/events/
WARNING 2025-05-04 16:27:23,626 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:45,028 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:45,030 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:47,063 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:47,072 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:47,156 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:47,159 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:47,564 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:47,575 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:47,682 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:47,694 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:47,884 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:47,887 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:48,068 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:48,070 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:49,392 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:49,395 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:49,761 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:49,767 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:49,774 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:49,798 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:49,814 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:49,818 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:50,226 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:50,297 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:50,356 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:50,366 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:50,808 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:50,810 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:50,923 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:50,926 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:51,706 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:51,708 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:52,486 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:52,489 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:52,662 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:52,677 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:52,680 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:52,698 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:52,838 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:52,883 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:52,896 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:52,908 log Forbidden: /api/events/
WARNING 2025-05-04 16:59:52,909 basehttp "POST /api/events/ HTTP/1.1" 403 63
WARNING 2025-05-04 16:59:52,911 basehttp "POST /api/events/ HTTP/1.1" 403 63
INFO 2025-05-04 16:59:55,499 basehttp - Broken pipe from ('127.0.0.1', 7981)
INFO 2025-05-04 16:59:55,501 basehttp - Broken pipe from ('127.0.0.1', 7968)
INFO 2025-05-04 16:59:55,511 basehttp - Broken pipe from ('127.0.0.1', 7973)
WARNING 2025-05-04 17:02:44,266 log Method Not Allowed: /api/login/
WARNING 2025-05-04 17:02:44,272 basehttp "GET /api/login/ HTTP/1.1" 405 12240
WARNING 2025-05-04 17:02:58,901 log Not Found: /api/forgetpassword/
WARNING 2025-05-04 17:02:58,957 basehttp "GET /api/forgetpassword/ HTTP/1.1" 404 10887
WARNING 2025-05-04 17:03:13,015 log Forbidden: /api/send-verification/
WARNING 2025-05-04 17:03:13,053 basehttp "GET /api/send-verification/ HTTP/1.1" 403 8633
WARNING 2025-05-04 17:03:49,440 log Not Found: /api/password/reset/
WARNING 2025-05-04 17:03:49,490 basehttp "GET /api/password/reset/ HTTP/1.1" 404 10887
INFO 2025-05-04 17:04:00,236 basehttp "GET /api/password/reset/request/ HTTP/1.1" 200 13636
INFO 2025-05-04 17:04:06,634 views Password reset email sent to admin@cybexplore.org for user S-1-5-21-550850760-2695552310-605195006-1001
INFO 2025-05-04 17:04:06,672 basehttp "POST /api/password/reset/request/ HTTP/1.1" 200 13606
WARNING 2025-05-04 17:04:22,759 log Not Found: /password/reset/confirm/MQ/cpafeu-c981806d842233d69450948301b7bf0d/
WARNING 2025-05-04 17:04:22,764 basehttp "GET /password/reset/confirm/MQ/cpafeu-c981806d842233d69450948301b7bf0d/ HTTP/1.1" 404 3666
WARNING 2025-05-04 17:05:14,408 log Not Found: /verify-email/MQ/cpafeu-c981806d842233d69450948301b7bf0d/
WARNING 2025-05-04 17:05:14,419 basehttp "GET /verify-email/MQ/cpafeu-c981806d842233d69450948301b7bf0d/ HTTP/1.1" 404 3636
INFO 2025-05-04 17:05:22,389 basehttp "GET /api/verify-email/MQ/cpafeu-c981806d842233d69450948301b7bf0d/ HTTP/1.1" 302 0
INFO 2025-05-04 17:24:09,979 basehttp "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-05-04 17:24:16,403 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
ERROR 2025-05-04 17:24:16,480 views Error generating token for user S-1-5-21-550850760-2695552310-605195006-1001: (1062, "Duplicate entry 'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855' for key 'oauth2_provider_accesstoken.oauth2_provider_accesstoken_token_checksum_85319a26_uniq'")
ERROR 2025-05-04 17:24:16,487 log Internal Server Error: /api/login/
ERROR 2025-05-04 17:24:16,493 basehttp "POST /api/login/ HTTP/1.1" 500 71
INFO 2025-05-04 17:24:28,151 basehttp "OPTIONS /api/password/reset/request/ HTTP/1.1" 200 0
INFO 2025-05-04 17:24:28,179 views Password reset email sent to admin@cybexplore.org for user S-1-5-21-550850760-2695552310-605195006-1001
INFO 2025-05-04 17:24:28,181 basehttp "POST /api/password/reset/request/ HTTP/1.1" 200 62
INFO 2025-05-04 17:25:05,518 basehttp "OPTIONS /api/password/reset/confirm/ HTTP/1.1" 200 0
INFO 2025-05-04 17:25:16,215 views Password reset confirmation email sent to admin@cybexplore.org
INFO 2025-05-04 17:25:16,229 basehttp "POST /api/password/reset/confirm/ HTTP/1.1" 200 49
INFO 2025-05-04 17:25:29,749 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
ERROR 2025-05-04 17:25:29,799 views Error generating token for user S-1-5-21-550850760-2695552310-605195006-1001: (1062, "Duplicate entry 'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855' for key 'oauth2_provider_accesstoken.oauth2_provider_accesstoken_token_checksum_85319a26_uniq'")
ERROR 2025-05-04 17:25:29,810 log Internal Server Error: /api/login/
ERROR 2025-05-04 17:25:29,813 basehttp "POST /api/login/ HTTP/1.1" 500 71
WARNING 2025-05-04 17:30:11,122 log Not Found: /
WARNING 2025-05-04 17:30:11,136 basehttp "GET / HTTP/1.1" 404 3450
WARNING 2025-05-04 17:30:11,568 log Not Found: /
WARNING 2025-05-04 17:30:11,570 basehttp "GET / HTTP/1.1" 404 3450
WARNING 2025-05-04 17:30:12,285 log Not Found: /favicon.ico
WARNING 2025-05-04 17:30:12,290 basehttp "GET /favicon.ico HTTP/1.1" 404 3501
INFO 2025-05-04 17:30:19,406 basehttp "OPTIONS /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 0
INFO 2025-05-04 17:30:19,407 basehttp "OPTIONS /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 200 0
WARNING 2025-05-04 17:30:19,454 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:30:19,456 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
INFO 2025-05-04 17:30:19,476 basehttp "OPTIONS /api/logout/ HTTP/1.1" 200 0
WARNING 2025-05-04 17:30:19,495 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:30:19,520 log Not Found: /api/logout/
WARNING 2025-05-04 17:30:19,521 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:30:19,524 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:30:19,649 log Not Found: /api/logout/
WARNING 2025-05-04 17:30:19,668 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:37:16,274 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:37:16,278 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:37:16,316 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:37:16,319 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:37:16,357 log Not Found: /api/logout/
WARNING 2025-05-04 17:37:16,360 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:37:16,478 log Not Found: /api/logout/
WARNING 2025-05-04 17:37:16,501 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:37:41,812 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:37:41,827 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:37:41,890 log Not Found: /api/logout/
WARNING 2025-05-04 17:37:41,900 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:37:41,904 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:37:41,905 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:37:42,056 log Not Found: /api/logout/
WARNING 2025-05-04 17:37:42,070 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:37:58,891 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:37:58,894 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:37:58,934 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:37:58,964 log Not Found: /api/logout/
WARNING 2025-05-04 17:37:58,965 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:37:58,967 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:37:59,318 log Not Found: /api/logout/
WARNING 2025-05-04 17:37:59,364 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:38:50,942 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:38:50,945 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:38:51,003 log Not Found: /api/logout/
WARNING 2025-05-04 17:38:51,005 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:38:51,015 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:38:51,023 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:38:51,123 log Not Found: /api/logout/
WARNING 2025-05-04 17:38:51,127 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:39:07,922 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:39:07,947 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:39:08,007 log Not Found: /api/logout/
WARNING 2025-05-04 17:39:08,017 log Forbidden: /api/users/S-1-5-21-550850760-2695552310-605195006-1001/
WARNING 2025-05-04 17:39:08,032 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
WARNING 2025-05-04 17:39:08,039 basehttp "GET /api/users/S-1-5-21-550850760-2695552310-605195006-1001/ HTTP/1.1" 403 58
WARNING 2025-05-04 17:39:08,137 log Not Found: /api/logout/
WARNING 2025-05-04 17:39:08,180 basehttp "POST /api/logout/ HTTP/1.1" 404 10864
INFO 2025-05-04 17:41:41,336 basehttp "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-05-04 17:41:47,702 backends Invalid password for user with identifier: admin@cybexplore.org
WARNING 2025-05-04 17:41:47,736 views Login failed due to validation errors: {'non_field_errors': [ErrorDetail(string='Invalid credentials', code='invalid')]}
WARNING 2025-05-04 17:41:47,751 log Bad Request: /api/login/
WARNING 2025-05-04 17:41:47,768 basehttp "POST /api/login/ HTTP/1.1" 400 85
INFO 2025-05-04 17:41:59,926 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
ERROR 2025-05-04 17:42:00,146 views Error generating token for user S-1-5-21-550850760-2695552310-605195006-1001: (1062, "Duplicate entry 'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855' for key 'oauth2_provider_accesstoken.oauth2_provider_accesstoken_token_checksum_85319a26_uniq'")
ERROR 2025-05-04 17:42:00,237 log Internal Server Error: /api/login/
ERROR 2025-05-04 17:42:00,360 basehttp "POST /api/login/ HTTP/1.1" 500 71
INFO 2025-05-04 17:46:12,890 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
ERROR 2025-05-04 17:46:12,958 views Error generating token for user S-1-5-21-550850760-2695552310-605195006-1001: (1062, "Duplicate entry 'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855' for key 'oauth2_provider_accesstoken.oauth2_provider_accesstoken_token_checksum_85319a26_uniq'")
ERROR 2025-05-04 17:46:12,962 log Internal Server Error: /api/login/
ERROR 2025-05-04 17:46:12,963 basehttp "POST /api/login/ HTTP/1.1" 500 71
WARNING 2025-05-04 17:49:14,811 log Not Found: /application_successful/
WARNING 2025-05-04 17:49:14,813 basehttp "GET /application_successful/ HTTP/1.1" 404 3537
WARNING 2025-05-04 17:49:20,518 log Method Not Allowed: /api/login/
WARNING 2025-05-04 17:49:20,519 basehttp "GET /api/login/ HTTP/1.1" 405 12240
INFO 2025-05-04 17:49:32,721 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
ERROR 2025-05-04 17:49:32,820 views Error generating token for user S-1-5-21-550850760-2695552310-605195006-1001: (1062, "Duplicate entry 'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855' for key 'oauth2_provider_accesstoken.oauth2_provider_accesstoken_token_checksum_85319a26_uniq'")
ERROR 2025-05-04 17:49:32,843 log Internal Server Error: /api/login/
ERROR 2025-05-04 17:49:32,850 basehttp "POST /api/login/ HTTP/1.1" 500 12877
INFO 2025-05-04 17:52:54,934 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\accounts\views.py changed, reloading.
INFO 2025-05-04 17:53:04,972 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 17:53:17,039 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\accounts\views.py changed, reloading.
INFO 2025-05-04 17:53:22,322 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 17:54:14,473 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\accounts\serializers.py changed, reloading.
INFO 2025-05-04 17:54:20,179 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 17:54:29,697 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\accounts\serializers.py changed, reloading.
INFO 2025-05-04 17:54:35,655 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 17:54:47,531 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\accounts\serializers.py changed, reloading.
INFO 2025-05-04 17:54:54,038 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 17:55:17,707 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\server\settings.py changed, reloading.
INFO 2025-05-04 17:55:19,525 autoreload Watching for file changes with StatReloader
ERROR 2025-05-04 17:56:26,853 log Internal Server Error: /api/login/
Traceback (most recent call last):
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\oauth2_provider\settings.py", line 168, in import_from_string
    return import_string(val)
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\django\utils\module_loading.py", line 30, in import_string
    return cached_import(module_path, class_name)
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\django\utils\module_loading.py", line 15, in cached_import
    module = import_module(module_path)
  File "C:\Program Files\Python313\Lib\importlib\__init__.py", line 88, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "<frozen importlib._bootstrap>", line 1387, in _gcd_import
  File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
  File "<frozen importlib._bootstrap>", line 1324, in _find_and_load_unlocked
ModuleNotFoundError: No module named 'accounts.oauth_validators'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\django\views\generic\base.py", line 104, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\rest_framework\views.py", line 509, in dispatch
    response = self.handle_exception(exc)
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\rest_framework\views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\rest_framework\views.py", line 480, in raise_uncaught_exception
    raise exc
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\rest_framework\views.py", line 497, in dispatch
    self.initial(request, *args, **kwargs)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\rest_framework\views.py", line 414, in initial
    self.perform_authentication(request)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\rest_framework\views.py", line 324, in perform_authentication
    request.user
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\rest_framework\request.py", line 231, in user
    self._authenticate()
    ~~~~~~~~~~~~~~~~~~^^
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\rest_framework\request.py", line 384, in _authenticate
    user_auth_tuple = authenticator.authenticate(self)
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\oauth2_provider\contrib\rest_framework\authentication.py", line 29, in authenticate
    oauthlib_core = get_oauthlib_core()
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\oauth2_provider\oauth2_backends.py", line 246, in get_oauthlib_core
    validator_class = oauth2_settings.OAUTH2_VALIDATOR_CLASS
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\oauth2_provider\settings.py", line 219, in __getattr__
    val = perform_import(val, attr)
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\oauth2_provider\settings.py", line 157, in perform_import
    return import_from_string(val, setting_name)
  File "C:\Users\CybExplore\AppData\Roaming\Python\Python313\site-packages\oauth2_provider\settings.py", line 171, in import_from_string
    raise ImportError(msg)
ImportError: Could not import 'accounts.oauth_validators.CustomOAuth2Validator' for setting 'OAUTH2_VALIDATOR_CLASS'. ModuleNotFoundError: No module named 'accounts.oauth_validators'.
ERROR 2025-05-04 17:56:26,883 basehttp "POST /api/login/ HTTP/1.1" 500 158955
INFO 2025-05-04 17:57:06,027 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\server\settings.py changed, reloading.
INFO 2025-05-04 17:57:10,185 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 17:59:03,400 autoreload C:\Users\CybExplore\OneDrive\Dokumente\Final-Year-Projects\Remote-Windows-Analysis\Server\backend\server\settings.py changed, reloading.
INFO 2025-05-04 17:59:06,549 autoreload Watching for file changes with StatReloader
INFO 2025-05-04 18:00:04,987 backends User S-1-5-21-550850760-2695552310-605195006-1001 authenticated successfully from IP: 127.0.0.1
INFO 2025-05-04 18:00:05,743 basehttp - Broken pipe from ('127.0.0.1', 40342)
